,Name of compound,Compound ID,molecular_weight,molecular_formula,SMILES
567,Isosorbide Dinitrate,Compound(6883),236.14,C6H8N2O8,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
568,Isosorbide Mononitrate,Compound(27661),191.14,C6H9NO6,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
569,Isotretinoin,Compound(5282379),300.4,C20H28O2,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
571,Itraconazole,Compound(3793),705.6,C35H38Cl2N8O4,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
572,Ivabradine,Compound(132999),468.6,C27H36N2O5,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC
573,Ivacaftor,Compound(16220172),392.5,C24H28N2O3,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
574,Ivermectin,Compound(6321424),875.1,C48H74O14,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
575,Ixazomib,Compound(25183872),361.0,C14H19BCl2N2O4,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
576,Ketamine,Compound(3821),237.72,C13H16ClNO,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
577,Ketoconazole,Compound(456201),531.4,C26H28Cl2N4O4,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
578,Ketoprofen,Compound(3825),254.28,C16H14O3,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
579,Ketorolac Trometamol,Compound(84003),376.4,C19H24N2O6,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O
580,Ketotifen,Compound(3827),309.4,C19H19NOS,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
581,Labetalol Hydrochloride,Compound(71412),364.9,C19H25ClN2O3,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl
582,Lacidipine,Compound(5311217),455.5,C26H33NO6,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C
583,Lacosamide,Compound(219078),250.29,C13H18N2O3,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
584,Lactic Acid,Compound(612),90.08,C3H6O3,CC(C(=O)O)O
585,Lactulose,Compound(11333),342.3,C12H22O11,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
586,Lamivudine,Compound(60825),229.26,C8H11N3O3S,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
587,Lamotrigine,Compound(3878),256.09,C9H7Cl2N5,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
588,Lansoprazole,Compound(3883),369.4,C16H14F3N3O2S,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
589,Lanthanum,Compound(23926),138.9055,La,[La]
590,Lapatinib,Compound(208908),581.1,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
592,Larotrectinib,Compound(46188928),428.4,C21H22F2N6O2,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F
593,Latanoprost,Compound(5311221),432.6,C26H40O5,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
594,Leflunomide,Compound(3899),270.21,C12H9F3N2O2,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
595,Lenalidomide,Compound(216326),259.26,C13H13N3O3,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
597,Lenvatinib,Compound(9823820),426.9,C21H19ClN4O4,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
598,Lercanidipine Hydrochloride,Compound(157917),648.2,C36H42ClN3O6,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl
599,Letermovir,Compound(45138674),572.5,C29H28F4N4O4,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O
600,Letrozole,Compound(3902),285.3,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
602,Levamisole,Compound(26879),204.29,C11H12N2S,C1CSC2=NC(CN21)C3=CC=CC=C3
603,Levetiracetam,Compound(5284583),170.21,C8H14N2O2,CCC(C(=O)N)N1CCCC1=O
604,Levobunolol Hydrochloride,Compound(5284409),327.8,C17H26ClNO3,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O.Cl
605,Levobupivacaine,Compound(92253),288.4,C18H28N2O,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
606,Levocarnitine,Compound(10917),161.2,C7H15NO3,C[N+](C)(C)CC(CC(=O)[O-])O
607,Levocetirizine Hydrochloride,Compound(67336450),425.3,C21H26Cl2N2O3,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl
608,Levofloxacin,Compound(149096),361.4,C18H20FN3O4,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
609,Levofolinic Acid,Compound(135398559),473.4,C20H23N7O7,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
610,Levomenthol,Compound(16666),156.26,C10H20O,CC1CCC(C(C1)O)C(C)C
611,Levomepromazine,Compound(72287),328.5,C19H24N2OS,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
612,Levonorgestrel,Compound(13109),312.4,C21H28O2,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
613,Levothyroxine Sodium,Compound(23666112),798.85,C15H10I4NNaO4,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+]
614,Lidocaine Hydrochloride,Compound(6314),270.8,C14H23ClN2O,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl
616,Linagliptin,Compound(10096344),472.5,C25H28N8O2,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
617,Linezolid,Compound(441401),337.35,C16H20FN3O4,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
618,Liothyronine Sodium,Compound(23666110),672.95,C15H11I3NNaO4,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.[Na+]
619,Lipegfilgrastim,Compound(70683024),730.7,C27H46N4O19,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C
622,Lisdexamfetamine Mesilate,Compound(11597697),455.6,C17H33N3O7S2,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N.CS(=O)(=O)O.CS(=O)(=O)O
623,Lisinopril,Compound(5362119),405.5,C21H31N3O5,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
624,Lithium Carbonate,Compound(11125),73.9,CLi2O3,[Li+].[Li+].C(=O)([O-])[O-]
625,Lithium Citrate,Compound(13520),210.0,C6H5Li3O7,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
627,Lodoxamide,Compound(44564),311.63,C11H6ClN3O6,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
628,Lofepramine,Compound(3947),419.0,C26H27ClN2O,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl
629,Lofexidine Hydrochloride,Compound(30667),295.6,C11H13Cl3N2O,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl
630,Lomitapide,Compound(9853053),693.7,C39H37F6N3O2,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F
631,Lomustine,Compound(3950),233.69,C9H16ClN3O2,C1CCC(CC1)NC(=O)N(CCCl)N=O
632,Loperamide Hydrochloride,Compound(71420),513.5,C29H34Cl2N2O2,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
633,Loprazolam,Compound(3033860),464.9,C23H21ClN6O3,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl
634,Loratadine,Compound(3957),382.9,C22H23ClN2O2,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
635,Lorazepam,Compound(3958),321.2,C15H10Cl2N2O2,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
636,Lorlatinib,Compound(71731823),406.4,C21H19FN6O2,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
637,Lormetazepam,Compound(13314),335.2,C16H12Cl2N2O2,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
638,Losartan Potassium,Compound(11751549),461.0,C22H22ClKN6O,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
639,Loteprednol Etabonate,Compound(444025),466.9,C24H31ClO7,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl
640,Loxapine,Compound(3964),327.8,C18H18ClN3O,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
641,Lurasidone Hydrochloride,Compound(11237860),529.1,C28H37ClN4O2S,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O.Cl
642,Lusutrombopag,Compound(49843517),591.5,C29H32Cl2N2O5S,CCCCCCOC(C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)C=C(C)C(=O)O)Cl
643,Lymecycline,Compound(54707177),602.6,C29H38N4O10,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O
644,Macitentan,Compound(16004692),588.3,C19H20Br2N6O4S,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br
646,Magnesium Aspartate,Compound(92912),288.49,C8H12MgN2O8,C(C(C(=O)O)N)C(=O)[O-].C(C(C(=O)O)N)C(=O)[O-].[Mg+2]
647,Magnesium Carbonate,Compound(11029),84.31,CMgO3,C(=O)([O-])[O-].[Mg+2]
648,Magnesium Glycerophosphate,Compound(10012877),194.36,C3H7MgO6P,C(C(COP(=O)([O-])[O-])O)O.[Mg+2]
649,Magnesium Hydroxide,Compound(73981),58.32,H2MgO2,[OH-].[OH-].[Mg+2]
650,Magnesium Sulfate,Compound(24083),120.37,MgO4S,[O-]S(=O)(=O)[O-].[Mg+2]
651,Magnesium Trisilicate,Compound(5311266),260.86,Mg2O8Si3,[O-][Si](=O)O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2]
652,Malathion,Compound(4004),330.4,C10H19O6PS2,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
653,Mannitol,Compound(6251),182.17,C6H14O6,C(C(C(C(C(CO)O)O)O)O)O
654,Maraviroc,Compound(3002977),513.7,C29H41F2N5O,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
655,Mebendazole,Compound(4030),295.29,C16H13N3O3,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
656,Mebeverine Hydrochloride,Compound(17683),466.0,C25H36ClNO5,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl
657,Medroxyprogesterone Acetate,Compound(6279),386.5,C24H34O4,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
658,Mefenamic Acid,Compound(4044),241.28,C15H15NO2,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
659,Mefloquine,Compound(4046),378.31,C17H16F6N2O,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
660,Megestrol Acetate,Compound(11683),384.5,C24H32O4,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
661,Melatonin,Compound(896),232.28,C13H16N2O2,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
662,Meloxicam,Compound(54677470),351.4,C14H13N3O4S2,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
663,Melphalan,Compound(460612),305.2,C13H18Cl2N2O2,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
664,Memantine Hydrochloride,Compound(181458),215.76,C12H22ClN,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
666,Mepacrine Hydrochloride,Compound(6239),472.9,C23H32Cl3N3O,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl.Cl
667,Mepivacaine Hydrochloride,Compound(66070),282.81,C15H23ClN2O,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl
668,Meprobamate,Compound(4064),218.25,C9H18N2O4,CCCC(C)(COC(=O)N)COC(=O)N
669,Meptazinol,Compound(41049),233.35,C15H23NO,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O
670,Mercaptamine,Compound(6058),77.15,C2H7NS,C(CS)N
671,Mercaptopurine,Compound(667490),152.18,C5H4N4S,C1=NC2=C(N1)C(=S)N=CN2
672,Meropenem,Compound(441130),383.5,C17H25N3O5S,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
673,Mesalazine,Compound(4075),153.14,C7H7NO3,C1=CC(=C(C=C1N)C(=O)O)O
674,Mesna,Compound(23662354),164.18,C2H5NaO3S2,C(CS(=O)(=O)[O-])S.[Na+]
675,Metaraminol,Compound(5906),167.2,C9H13NO2,CC(C(C1=CC(=CC=C1)O)O)N
676,Metformin Hydrochloride,Compound(14219),165.62,C4H12ClN5,CN(C)C(=N)N=C(N)N.Cl
677,Methadone Hydrochloride,Compound(14184),345.9,C21H28ClNO,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl
678,Methenamine Hippurate,Compound(21945),319.36,C15H21N5O3,C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O
679,Methocarbamol,Compound(4107),241.24,C11H15NO5,COC1=CC=CC=C1OCC(COC(=O)N)O
680,Methotrexate,Compound(126941),454.4,C20H22N8O5,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
681,Methoxyflurane,Compound(4116),164.96,C3H4Cl2F2O,COC(C(Cl)Cl)(F)F
682,Methyldopa,Compound(38853),211.21,C10H13NO4,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
683,Methylnaltrexone Bromide,Compound(5361917),436.3,C21H26BrNO4,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-]
684,Methylphenidate Hydrochloride,Compound(9280),269.77,C14H20ClNO2,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl
685,Methylprednisolone,Compound(6741),374.5,C22H30O5,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
686,Methylthioninium Chloride,Compound(6099),319.9,C16H18ClN3S,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
687,Metoclopramide Hydrochloride,Compound(23659),336.3,C14H23Cl2N3O2,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.Cl
688,Metolazone,Compound(4170),365.8,C16H16ClN3O3S,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
689,Metoprolol Tartrate,Compound(441308),684.8,C34H56N2O12,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(C(C(=O)O)O)(C(=O)O)O
690,Metronidazole,Compound(4173),171.15,C6H9N3O3,CC1=NC=C(N1CCO)[N+](=O)[O-]
691,Metyrapone,Compound(4174),226.27,C14H14N2O,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
692,Mexiletine,Compound(4178),179.26,C11H17NO,CC1=C(C(=CC=C1)C)OCC(C)N
693,Mianserin Hydrochloride,Compound(68551),300.8,C18H21ClN2,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl
695,Miconazole,Compound(4189),416.1,C18H14Cl4N2O,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
696,Midazolam,Compound(4192),325.8,C18H13ClFN3,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
697,Midodrine Hydrochloride,Compound(18340),290.74,C12H19ClN2O4,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
698,Midostaurin,Compound(9829523),570.6,C35H30N4O4,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
700,Mifepristone,Compound(55245),429.6,C29H35NO2,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
702,Migalastat,Compound(176077),163.17,C6H13NO4,C1C(C(C(C(N1)CO)O)O)O
703,Miglustat,Compound(51634),219.28,C10H21NO4,CCCCN1CC(C(C(C1CO)O)O)O
704,Milrinone,Compound(4197),211.22,C12H9N3O,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
705,Minocycline,Compound(54675783),457.5,C23H27N3O7,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
706,Minoxidil,Compound(4201),209.25,C9H15N5O,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
707,Mirabegron,Compound(9865528),396.5,C21H24N4O2S,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O
708,Mirtazapine,Compound(4205),265.35,C17H19N3,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
709,Misoprostol,Compound(5282381),382.5,C22H38O5,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
710,Mitomycin,Compound(5746),334.33,C15H18N4O5,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
711,Mitotane,Compound(4211),320.0,C14H10Cl4,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
712,Mitoxantrone,Compound(4212),444.5,C22H28N4O6,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
714,Mizolastine,Compound(65906),432.5,C24H25FN6O,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
715,Moclobemide,Compound(4235),268.74,C13H17ClN2O2,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
716,Modafinil,Compound(4236),273.4,C15H15NO2S,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
717,Mometasone Furoate,Compound(441336),521.4,C27H30Cl2O6,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
718,Montelukast,Compound(5281040),586.2,C35H36ClNO3S,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
719,Morphine,Compound(5288826),285.34,C17H19NO3,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
720,Moxifloxacin,Compound(152946),401.4,C21H24FN3O4,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
721,Moxisylyte,Compound(4260),279.37,C16H25NO3,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
722,Moxonidine,Compound(4810),241.68,C9H12ClN5O,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
723,Mupirocin,Compound(446596),500.6,C26H44O9,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
724,Mycophenolate Mofetil,Compound(5281078),433.5,C23H31NO7,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
725,Nabilone,Compound(5284592),372.5,C24H36O3,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
726,Nabumetone,Compound(4409),228.29,C15H16O2,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
727,Nadolol,Compound(39147),309.4,C17H27NO4,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
729,Naftidrofuryl Oxalate,Compound(312915),473.6,C26H35NO7,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O
730,Naldemedine,Compound(54732242),570.6,C32H34N4O6,CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C(C4C56CCN(C(C5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O
731,Nalmefene,Compound(5284594),339.4,C21H25NO3,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O
732,Naloxegol,Compound(56959087),651.8,C34H53NO11,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O
733,Naloxone Hydrochloride,Compound(5464092),363.8,C19H22ClNO4,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl
734,Naltrexone Hydrochloride,Compound(5485201),377.9,C20H24ClNO4,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl
735,Nandrolone,Compound(9904),274.4,C18H26O2,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
736,Naproxen,Compound(156391),230.26,C14H14O3,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
737,Naratriptan,Compound(4440),335.5,C17H25N3O2S,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
738,Nateglinide,Compound(5311309),317.4,C19H27NO3,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
739,Nebivolol,Compound(71301),405.4,C22H25F2NO4,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
740,Nedocromil Sodium,Compound(50295),415.3,C19H15NNa2O7,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)[O-])C(=O)C=C(N2CC)C(=O)[O-].[Na+].[Na+]
741,Nefopam Hydrochloride,Compound(155290),289.8,C17H20ClNO,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl
742,Nelarabine,Compound(3011155),297.27,C11H15N5O5,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
743,Neomycin Sulfate,Compound(197162),712.7,C23H48N6O17S,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
744,Neostigmine,Compound(4456),223.29,C12H19N2O2+,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
745,Nepafenac,Compound(151075),254.28,C15H14N2O2,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N
746,Neratinib,Compound(9915743),557.0,C30H29ClN6O3,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C
747,Nevirapine,Compound(4463),266.3,C15H14N4O,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
748,Nicardipine Hydrochloride,Compound(41114),516.0,C26H30ClN3O6,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl
749,Nicorandil,Compound(47528),211.17,C8H9N3O4,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
750,Nicotinamide,Compound(936),122.12,C6H6N2O,C1=CC(=CN=C1)C(=O)N
751,Nicotine,Compound(89594),162.23,C10H14N2,CN1CCCC1C2=CN=CC=C2
752,Nicotinic Acid,Compound(938),123.11,C6H5NO2,C1=CC(=CN=C1)C(=O)O
753,Nifedipine,Compound(4485),346.3,C17H18N2O6,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
754,Nilotinib,Compound(644241),529.5,C28H22F3N7O,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
755,Nimodipine,Compound(4497),418.4,C21H26N2O7,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
756,Nintedanib,Compound(135423438),539.6,C31H33N5O4,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
